"A" "B" "P" "BT"
"1" 0 0 0 3.14119751987363e-07
"2" 0.249 0.265 0.253 0.282061077107449
"3" 0 0.001 0.003 3.43812853310643e-05
"4" 0.035 0.03 0.042 0.0242970165038857
"5" 0.004 0.001 0.002 0.00122167253209016
"6" 0.143 0.14 0.145 0.153544079698606
"7" 0.086 0.086 0.094 0.0922702061074858
"8" 0.007 0.006 0.006 0.00620988013525059
"9" 0.065 0.052 0.047 0.0525055914918775
"10" 0.001 0.003 0.004 0.00039450987875389
"11" 0.032 0.025 0.018 0.0179735272269372
"12" 0.047 0.058 0.054 0.0543292371438334
"13" 0.005 0.004 0.006 0.00154646676045433
"14" 0.314 0.313 0.318 0.349635799263394
"15" 0.007 0.005 0.005 0.001468054079938
"16" 0 0.001 0.001 0.000138177511194382
"17" 0.003 0.004 0.005 0.00122724873431568
"18" 0.202 0.206 0.21 0.246161446844424
"19" 0.268 0.266 0.261 0.29976006498056
"20" 0.002 0.003 0.006 0.00103802377969431
"21" 0.002 0 0.003 9.5516033946752e-05
"22" 0 0.001 0 2.0557051043979e-05
"23" 0 0 0 4.63354288271489e-09
"24" 0 0 0 5.42249535961936e-06
"25" 0 0 0 9.46682288116563e-10
"26" 0.066 0.083 0.077 0.0788472054756648
"27" 0.05 0.043 0.037 0.042603359775798
"28" 0.007 0.009 0.007 0.00345644597459294
"29" 0.043 0.039 0.036 0.0306755165816002
"30" 0 0 0.001 1.55070237750632e-06
"31" 0.408 0.379 0.405 0.445047672803724
"32" 0.001 0.001 0 1.25637847983029e-05
"33" 0 0 0 2.27752291026562e-07
"34" 0.009 0.012 0.015 0.00790960327155066
"35" 0 0 0 3.92619681675033e-05
"36" 0.005 0.003 0.005 0.00207538942737073
"37" 0.007 0.008 0.002 0.00405905262637152
"38" 0 0 0 1.56595495133249e-05
"39" 0.294 0.294 0.311 0.344476958741268
"40" 0 0 0 7.77032551635415e-08
"41" 0.003 0.003 0.003 0.000867978713398387
"42" 0.001 0 0.001 0.000171150108043361
"43" 0 0 0 2.63776843145713e-07
"44" 0.103 0.108 0.11 0.118687717862281
"45" 0 0 0 2.74634631702853e-08
"46" 0.006 0.006 0.007 0.00671419560734199
"47" 0.019 0.019 0.029 0.0156566109468436
"48" 0.087 0.085 0.074 0.0934525631348834
"49" 0 0 0.002 4.3845798815112e-05
"50" 0.007 0.007 0.005 0.00348405125898432
"51" 0 0 0 3.54879587938228e-08
"52" 0.024 0.015 0.021 0.0166822573807414
"53" 0.004 0.004 0.001 0.00177552280035875
"54" 0 0 0 3.60537204080469e-06
"55" 0.025 0.017 0.024 0.0173472924892704
"56" 0.035 0.036 0.041 0.0315248077068674
"57" 0 0 0 2.08301967896674e-08
"58" 0.006 0.007 0.013 0.00469982542063041
"59" 0.01 0.006 0.011 0.00887916200235062
"60" 0 0 0.001 4.47218091725876e-06
"61" 0.01 0.01 0.011 0.00774392973817184
"62" 0 0 0 1.32314263456834e-05
"63" 0.055 0.063 0.056 0.0638578441242436
"64" 0.015 0.019 0.018 0.0139016073974146
"65" 0.003 0.005 0.002 0.000644223406582545
"66" 0.001 0 0.002 0.000116981564242002
"67" 0.01 0.01 0.008 0.00696039714764063
"68" 0 0 0 1.6343216802106e-07
"69" 0.011 0.014 0.012 0.0110301724495454
"70" 0 0 0 3.19158691697297e-08
"71" 0.001 0.004 0 0.00121200883769468
"72" 0.012 0.019 0.013 0.00940826915860626
"73" 0 0 0 1.82978980656223e-06
"74" 0.003 0.008 0.01 0.00233151874995385
"75" 0.017 0.016 0.018 0.0147091093880115
"76" 0.289 0.293 0.286 0.326438730508459
"77" 0 0 0 1.89332316491431e-09
"78" 0.031 0.042 0.033 0.0353439388735806
"79" 0.014 0.006 0.015 0.00664802884319637
"80" 0.003 0.006 0.011 0.00563408392341025
"81" 0.289 0.31 0.307 0.329536785720599
"82" 0 0 0 3.5590340630165e-07
"83" 0.048 0.048 0.043 0.0375546978621422
"84" 0.003 0.001 0 0.000312644292257414
"85" 0.017 0.021 0.022 0.0212448887633809
"86" 0.001 0.001 0.004 0.000773395946500277
"87" 0.001 0.002 0.003 0.000374717833954819
"88" 0.014 0.016 0.024 0.0176819294232926
"89" 0.115 0.11 0.102 0.120714663923327
"90" 0 0 0 1.39779710028876e-09
"91" 0.001 0.004 0.009 0.00114298125317847
"92" 0.007 0.002 0.003 0.0026791599642908
"93" 0.008 0.006 0.003 0.00380007633696944
"94" 0.015 0.022 0.019 0.012411858162599
"95" 0.001 0 0 1.13635462117845e-05
"96" 0.043 0.057 0.04 0.0405899010189286
"97" 0.008 0.007 0.023 0.00568025998283739
"98" 0 0.001 0 8.92914626328123e-05
"99" 0.001 0.001 0 0.000495128124336053
"100" 0.015 0.013 0.015 0.0123452469802668
"101" 0.016 0.025 0.017 0.0166266859451855
"102" 0 0 0.001 4.07105982984657e-05
"103" 0.005 0.002 0.002 0.00130466397975404
"104" 0.008 0.008 0.009 0.00402372602548251
"105" 0.011 0.009 0.01 0.00571956858490819
"106" 0.537 0.542 0.568 0.557350216326623
"107" 0.002 0 0.001 9.83782011977352e-05
"108" 0.001 0 0.001 0.000158782721192741
"109" 0.015 0.021 0.015 0.0141366732424847
"110" 0.007 0.012 0.013 0.00840522643263009
"111" 0.009 0.009 0.015 0.00805123957904041
"112" 0.118 0.132 0.117 0.125115608800823
"113" 0.001 0 0 0.000358047367913894
"114" 0.003 0.001 0.005 0.000495810218527293
"115" 0.022 0.021 0.027 0.01597908101134
"116" 0.026 0.027 0.018 0.0211935063557664
"117" 0.004 0.004 0.004 0.000926612535224081
"118" 0 0 0 5.79258863098175e-12
"119" 0 0 0 1.29715980179412e-07
"120" 0 0 0 2.29411199326179e-06
"121" 0.22 0.255 0.228 0.268472742383222
"122" 0.001 0 0.002 0.000126887131401743
"123" 0.005 0.003 0.005 0.0011177778491166
"124" 0 0 0 0.000109624431551048
"125" 0 0 0 2.75282876494032e-06
"126" 0.003 0.002 0.003 0.000793356653159938
"127" 0 0 0.001 0.000185722973333413
"128" 0.003 0.007 0.014 0.00403791793368713
"129" 0.001 0.006 0.006 0.00192899357156084
"130" 0.007 0.017 0.014 0.00857795133115469
"131" 0.001 0.002 0.001 0.000241183408823842
"132" 0.011 0.01 0.012 0.00468461955119981
"133" 0 0 0.001 4.33881228216748e-05
"134" 0.005 0.007 0.007 0.00384791546100549
"135" 0.531 0.511 0.52 0.530556815548563
"136" 0.065 0.062 0.056 0.0554622905490513
