"A" "B" "P" "BT"
"454" 0 0 0 4.35169217427589e-06
"455" 0.005 0.003 0.002 0.0019595250933101
"456" 0 0.001 0.002 0.000603619939176903
"457" 0 0 0 4.67191469816219e-05
"458" 0.001 0 0 8.49144061743079e-05
"459" 0 0 0 2.45105441920579e-06
"460" 0.007 0.006 0.001 0.00288890729534719
"461" 0.002 0.003 0.002 0.00153278221552566
"462" 0.012 0.002 0.006 0.00190575748425714
"463" 0.015 0.025 0.017 0.0141384954268089
"464" 0 0 0 1.0047582665873e-07
"465" 0 0 0 1.85443443571076e-05
"466" 0 0 0 1.31734402164518e-07
"467" 0 0 0 3.48449942025875e-05
"468" 0 0 0.001 5.4994389407037e-05
"469" 0 0 0 1.71710601357677e-05
"470" 0 0 0 1.0192771193962e-05
"471" 0.001 0.002 0.001 0.000700076324442911
"472" 0.002 0.002 0.002 0.000326553975135813
"473" 0 0 0 1.02917251716406e-05
"474" 0 0 0.001 0.000168469368513002
"475" 0.003 0.005 0.003 0.00218129122392574
"476" 0 0.001 0.001 0.000426130759941357
"477" 0.002 0.001 0 0.000336975365716086
"478" 0 0 0 4.6551883185364e-05
"479" 0.001 0 0 0.00015041199569521
"480" 0.001 0.001 0.002 0.000602578924392971
"481" 0.004 0.002 0.003 0.000968122718455033
"482" 0 0 0 0.000107591585000844
"483" 0 0 0 1.14085086433402e-06
"484" 0.007 0.003 0 0.00272887383499099
"485" 0 0 0 9.40493834644673e-06
"486" 0 0.001 0 0.000119798781736513
"487" 0 0.001 0 0.000119208559823503
"488" 0 0 0 2.16236195960118e-06
"489" 0 0 0.001 0.000138883391147537
"490" 0 0 0 1.7430501486615e-14
"491" 0 0.001 0 0.00028420051486211
"492" 0 0.001 0 0.000289522908761719
"493" 0.002 0.003 0 0.00126334071116596
"494" 0 0 0 4.50485424463576e-06
"495" 0.006 0 0.001 0.000926526912583547
"496" 0.001 0 0 0.000142427548728175
"497" 0.003 0.002 0 0.000578050754810655
"498" 0 0 0 2.55612855615261e-05
"499" 0 0 0 8.95731825212298e-06
"500" 0 0 0 6.09683765362412e-07
"501" 0 0 0 2.37601153831868e-05
"502" 0 0 0 0.000243993269915976
"503" 0 0 0 3.98994946415598e-06
"504" 0.002 0 0.001 0.000256679717985708
"505" 0.001 0 0 3.34993819690599e-05
"506" 0 0 0 4.91992313333967e-06
"507" 0 0 0 5.79088212027123e-06
"508" 0.001 0.001 0 0.000328938794105227
"509" 0.002 0.001 0 0.000237874225976209
"510" 0.002 0 0 0.000147652217905136
"511" 0.001 0.002 0 0.000181514558471485
"512" 0.005 0.005 0.005 0.00148724087504393
"513" 0.005 0.003 0.002 0.00129394179400966
"514" 0.003 0.001 0 0.000428269555428296
"515" 0 0 0 3.36401147948973e-06
"516" 0 0 0.001 0.000294986934900043
"517" 0 0 0.001 9.81606945771318e-06
"518" 0 0 0 1.44276851379299e-05
"519" 0.003 0.002 0.001 0.00153001207872616
"520" 0 0 0 1.84986523876773e-08
"521" 0 0 0 1.36952387179701e-05
"522" 0 0 0 3.37200991573638e-08
"523" 0 0 0 3.17960656948113e-06
"524" 0.004 0.003 0 0.00103647224266157
"525" 0 0.001 0 0.000162711912058189
"526" 0.002 0.001 0.001 0.000101559076753466
"527" 0 0 0 5.2724738072607e-05
"528" 0.001 0.001 0 0.00102527704823197
"529" 0.004 0.005 0.002 0.000952979478800353
"530" 0.009 0.013 0.003 0.00665449433952281
"531" 0.009 0.003 0.003 0.00249148164123636
"532" 0 0 0 1.17086218498486e-08
"533" 0 0 0 6.37173513950984e-09
"534" 0.001 0 0 2.26372141451936e-05
"535" 0.001 0.002 0.001 0.000166021205613265
"536" 0 0 0 7.27758879826013e-08
"537" 0.004 0.003 0.001 0.00206590664907313
"538" 0 0 0 5.66646657651493e-05
"539" 0.001 0.001 0.002 0.00102909677055785
"540" 0.001 0.003 0 0.000408118896101484
"541" 0 0 0 7.60586974513089e-08
"542" 0 0 0 1.17297738189137e-07
"543" 0 0 0 9.50000707478083e-06
"544" 0.001 0 0 0.000175952204529373
"545" 0 0.001 0 8.38240374334553e-07
"546" 0 0 0.001 0.000266872172994037
"547" 0 0 0 1.92894675676847e-07
"548" 0 0 0 3.6074132074293e-05
"549" 0 0 0 1.99089958268228e-05
"550" 0.001 0 0 0.000256258773406737
"551" 0 0 0 1.475946137941e-05
"552" 0.003 0.003 0 0.00113899505571213
"553" 0.004 0.009 0.006 0.0045172649130184
"554" 0.002 0 0.002 0.000598587830321406
"555" 0 0 0 1.66691995762136e-08
"556" 0 0.004 0.001 0.000503690388081401
"557" 0 0 0 1.1844057555388e-05
"558" 0.014 0.011 0.013 0.0125312635581605
"559" 0 0 0 1.79446690584673e-06
"560" 0 0 0 2.59187188489385e-07
"561" 0 0 0 1.34574198608073e-05
"562" 0 0.001 0.001 0.000245756655524287
"563" 0.012 0.003 0.002 0.00233987381421685
"564" 0 0 0 4.94287166904472e-05
"565" 0 0 0 1.47043608278441e-06
"566" 0 0.001 0 0.000107425442471998
"567" 0 0 0 7.43090866328622e-06
"568" 0.003 0.002 0 0.00108000959197974
"569" 0 0.002 0.001 0.00036579503182177
"570" 0 0.001 0 0.000113991065950225
"571" 0 0 0 3.04104133763694e-07
"572" 0 0 0 1.86487837805505e-06
"573" 0.001 0 0 0.000192760338553311
"574" 0.001 0 0.001 0.000165447379756989
"575" 0 0 0 0.000106416387601005
"576" 0.001 0.001 0.001 0.000471227400960617
"577" 0 0 0 2.2697961511442e-06
"578" 0 0.002 0.001 0.000450642827553693
"579" 0 0 0 4.54109195323626e-05
"580" 0 0 0 3.15415278340225e-08
"581" 0.003 0.001 0 0.000147842794707698
"582" 0.002 0 0 0.000195622251433214
"583" 0.002 0.001 0 0.000391597340271388
"584" 0.001 0 0 2.45723250444918e-05
"585" 0 0.002 0 0.000107306324741985
"586" 0 0 0 2.34424013534351e-09
"587" 0.003 0.01 0.008 0.00457999362637673
"588" 0 0 0 1.9800477879528e-06
"589" 0.002 0 0.001 0.000413409742809123
"590" 0 0.001 0 5.10367999242423e-05
"591" 0 0 0 3.26919735660347e-06
"592" 0.002 0.001 0 0.000796775512777681
"593" 0.001 0.001 0 7.16572448152819e-05
"594" 0 0 0 2.82171269172515e-06
"595" 0 0 0 2.22513016534531e-06
"596" 0.002 0.002 0.001 0.00267327050926625
"597" 0.001 0 0 0.000165609860302673
"598" 0.001 0 0 0.000248034338693137
"599" 0 0 0 1.33625207549004e-05
"600" 0.005 0.002 0.009 0.00516440668620111
"601" 0 0 0 1.40116179769834e-08
"602" 0 0 0 2.19490092767671e-10
"603" 0.002 0.002 0.001 0.00107630325322061
"604" 0 0.001 0 1.30878043822502e-05
"605" 0 0 0 5.07638452225123e-05
"606" 0.002 0.002 0.001 0.00178857207386529
"607" 0.001 0.001 0 0.000241705062425046
"608" 0 0.001 0 0.0001943586474763
"609" 0 0 0 3.58979666048587e-06
"610" 0.004 0.011 0.007 0.00228346776554567
"611" 0.011 0.005 0.004 0.0043981742203596
"612" 0.012 0.002 0.012 0.0111155234494632
"613" 0.002 0 0.001 0.00228752758420658
"614" 0 0 0 2.19911628240865e-07
"615" 0 0 0 3.89865417727009e-09
"616" 0 0 0 1.18787278678978e-05
"617" 0 0 0 0.000154973401498837
"618" 0 0 0 1.67889596103254e-06
"619" 0 0 0 1.31070844571202e-05
"620" 0 0 0 1.23347910818694e-06
"621" 0 0 0 5.88421128477901e-06
"622" 0.002 0.003 0.003 0.000605957108497535
"623" 0.001 0.001 0.001 0.000280565738429606
"624" 0 0 0 9.93442152918966e-06
"625" 0.007 0.009 0.003 0.00486350916988221
"626" 0 0 0 1.2994788801679e-06
