"A" "B" "P" "BT"
"1" 0 0 0 3.902180134574e-09
"2" 0 0 0 2.40695842146366e-08
"3" 0.001 0.001 0 0.000355033932135762
"4" 0 0 0 7.10966459316342e-06
"5" 0 0 0 3.36359078666471e-05
"6" 0 0 0 3.46286821550912e-07
"7" 0 0 0 3.0697352275677e-06
"8" 0 0 0 6.09288660524676e-07
"9" 0 0 0 3.03785794697475e-06
"10" 0 0 0 6.22504946029556e-05
"11" 0 0 0 2.0646692565629e-05
"12" 0 0.002 0.002 0.000480035377704691
"13" 0.002 0.001 0 0.000380109934323358
"14" 0.002 0.001 0 0.000265254151761707
"15" 0 0 0 4.47868711163091e-05
"16" 0 0 0 2.16105157102575e-08
"17" 0.001 0 0 7.47477282125875e-05
"18" 0.003 0.001 0.001 0.000732443168591668
"19" 0.001 0 0.001 0.00021192592252739
"20" 0 0 0 3.20477125059782e-07
"21" 0 0.001 0 2.53854183359659e-05
"22" 0 0 0 3.6462557417849e-08
"23" 0 0.002 0 0.000137027475197837
"24" 0.002 0 0.001 0.000288333055318835
"25" 0 0 0 1.65295765963691e-09
"26" 0 0 0 7.21132771386301e-07
"27" 0 0 0 6.2079442697538e-08
"28" 0 0 0 7.00594986358105e-07
"29" 0 0 0 2.7211591643761e-05
"30" 0.001 0.001 0.001 8.31234603498876e-05
"31" 0 0 0 2.12728400339479e-07
"32" 0.002 0.001 0.001 0.00100386785897222
"33" 0 0 0 1.34587574293077e-05
"34" 0 0 0 6.99590908537218e-08
"35" 0 0.002 0 0.000164828551145302
"36" 0 0 0 1.95871261432501e-08
"37" 0 0 0 5.42800552999489e-05
"38" 0 0 0 3.42345594230853e-05
"39" 0 0 0 7.69409161027745e-06
"40" 0 0 0 5.51911643609238e-07
"41" 0 0 0 6.52879140305984e-07
"42" 0 0 0 3.88025565167816e-06
"43" 0 0 0 5.16360699009955e-06
"44" 0.002 0.001 0 6.45775206613575e-05
"45" 0 0.001 0 0.000289158463917305
"46" 0 0 0 6.61943803514919e-06
"47" 0 0 0 9.99279144986431e-07
"48" 0 0 0 1.60622351985662e-06
"49" 0 0 0 1.34866543077816e-05
"50" 0 0 0 2.7793868451198e-07
"51" 0.004 0.005 0.002 0.00152077533794259
"52" 0 0 0 6.72628609521553e-05
"53" 0 0 0 2.36477881970787e-05
"54" 0.001 0.001 0 9.00252788444966e-05
"55" 0.002 0 0 0.000100755420827991
"56" 0 0.001 0 0.000108665507278283
"57" 0 0 0 2.84826444534314e-05
"58" 0 0 0 9.74472050818687e-06
"59" 0 0 0 1.18904793677821e-07
"60" 0 0 0 4.10784415483256e-07
"61" 0 0 0 4.44289600454173e-06
"62" 0 0.001 0 2.9697369308912e-05
"63" 0.003 0.001 0 0.000460865006079891
"64" 0 0 0 7.40676104349358e-06
"65" 0 0 0 7.68338784499223e-05
"66" 0 0 0 8.02071768246648e-06
"67" 0 0 0 5.6697302244002e-05
"68" 0 0 0 8.83974231591367e-08
"69" 0 0 0 1.66325520023491e-09
"70" 0 0 0 4.18311567540464e-06
"71" 0 0.001 0 5.71216531475294e-06
"72" 0 0 0 4.30627939973505e-08
"73" 0 0 0 3.17966387408664e-06
"74" 0 0 0 2.5403838133653e-05
"75" 0 0 0 1.69357083912303e-10
"76" 0 0 0 1.96079041003827e-07
"77" 0 0 0 1.00852333373425e-07
"78" 0 0 0 2.56361598616195e-12
"79" 0 0 0 4.43239423264519e-06
"80" 0 0 0 2.17241178823713e-07
"81" 0 0 0 2.29558223763249e-07
"82" 0 0 0 3.52542439685521e-09
"83" 0 0 0 1.95472770003757e-06
"84" 0 0 0 2.54493121931709e-06
"85" 0 0 0 8.06357203231300e-11
"86" 0.001 0.001 0 8.01212910198634e-05
"87" 0 0 0 9.38698188457376e-06
"88" 0 0 0 6.4053726407276e-05
"89" 0 0.001 0 5.45601544957863e-05
"90" 0 0 0 1.03244904514632e-07
"91" 0.001 0 0.002 0.000583292161416504
"92" 0 0 0 3.65014065906166e-06
"93" 0 0 0 1.41578520551633e-06
"94" 0 0 0 3.02950892039355e-07
"95" 0 0 0 4.08507420150972e-05
"96" 0 0 0 1.02505147703269e-08
"97" 0 0.001 0 0.000178633845480669
"98" 0 0 0 6.67714022636323e-05
"99" 0 0 0 5.91265054694645e-08
"100" 0 0.001 0 1.07150922236121e-05
"101" 0 0.001 0 0.00010908880217475
"102" 0 0 0 7.19667203719077e-07
"103" 0 0 0 4.26716439960728e-11
"104" 0 0 0 4.39033982502224e-08
"105" 0 0 0 2.72949878621365e-06
"106" 0 0 0 6.01297993311212e-05
"107" 0 0 0 3.39542137184345e-07
"108" 0 0 0.001 0.000643138028906809
"109" 0.001 0 0 8.36428936825673e-05
"110" 0 0 0 1.43471670202011e-05
"111" 0 0 0 1.40434161608471e-05
"112" 0 0 0 3.01173780730135e-05
"113" 0.001 0.001 0 0.000349462364857778
"114" 0 0 0 2.69422204113301e-06
"115" 0 0 0 3.50222375433695e-07
"116" 0.001 0 0 1.02923166116486e-05
"117" 0 0 0 5.19820513300573e-07
"118" 0 0 0 1.16207587380623e-05
"119" 0 0 0 0.000291418693969536
"120" 0.002 0.003 0 0.000375068989840632
"121" 0 0 0 2.62838160236534e-07
"122" 0 0 0 5.44963907223028e-07
"123" 0 0 0 4.16842123114325e-05
"124" 0 0.001 0 1.10264959310991e-05
"125" 0 0.002 0.001 0.000280408755381933
"126" 0 0 0 1.92611402671794e-06
"127" 0 0 0 0.000187365007936702
"128" 0 0 0 4.07484797367852e-05
"129" 0 0 0 4.84103829939686e-05
"130" 0 0 0.001 4.32431418849744e-05
"131" 0 0 0 1.05582831366746e-09
"132" 0 0 0 1.34081400335884e-05
"133" 0.002 0.003 0 0.000921140362229345
"134" 0 0 0 5.80295985017631e-05
"135" 0.001 0 0 9.41713035386149e-05
"136" 0 0 0 9.35170375315764e-06
"137" 0 0 0 2.18109850713688e-06
"138" 0 0 0 8.6444814809683e-06
