"A" "B" "P" "BT"
"338" 0.038 0.039 0.035 0.0421525453343405
"339" 0.159 0.158 0.162 0.19122899092516
"340" 0 0.001 0.001 7.69123771586777e-05
"341" 0.069 0.078 0.082 0.0839970882470604
"342" 0.057 0.055 0.074 0.0628983216832655
"343" 0 0 0 1.80585972524572e-05
"344" 0.002 0.002 0.003 0.00056069960110483
"345" 0.049 0.051 0.061 0.0529139067565232
"346" 0.002 0.001 0.001 0.000556894221033111
"347" 0.057 0.062 0.043 0.0573856858464762
"348" 0 0 0.001 5.08161481214131e-05
"349" 0.121 0.106 0.121 0.13654728619786
"350" 0 0.002 0.011 0.00251211288562248
"351" 0.017 0.018 0.019 0.0135662858524914
"352" 0.01 0.009 0.01 0.00991155911167452
"353" 0.018 0.015 0.022 0.0176549028342832
"354" 0 0 0 5.50141169795015e-05
"355" 0.021 0.014 0.019 0.0106066439251272
"356" 0.002 0.001 0.002 0.000387642119220377
"357" 0 0.002 0.004 0.000445437854193487
"358" 0.51 0.531 0.539 0.524369151132337
"359" 0.453 0.458 0.474 0.49192437007108
"360" 0.131 0.104 0.124 0.14125416978704
"361" 0.063 0.077 0.073 0.0673629908223556
"362" 0.002 0.002 0.001 0.000920984172999795
"363" 0 0 0 8.83873723633855e-06
"364" 0.011 0.01 0.006 0.00531848978824534
"365" 0.002 0.008 0.015 0.00703960202097809
"366" 0 0 0 3.10760114308195e-08
"367" 0.027 0.019 0.031 0.0222699220281208
"368" 0.034 0.036 0.036 0.028070571402672
"369" 0.002 0.012 0.005 0.00496599438893452
"370" 0.001 0.001 0.001 0.000279366706148365
"371" 0 0 0 2.25179861498281e-05
"372" 0.009 0.011 0.015 0.00341655719534284
"373" 0.086 0.104 0.097 0.104129052064731
"374" 0.064 0.066 0.044 0.0587105331997181
"375" 0.035 0.044 0.045 0.040544098734833
"376" 0 0 0 3.91549950240488e-07
"377" 0 0 0 1.81583790770379e-06
"378" 0.001 0 0.002 0.000144631360457947
"379" 0.001 0.007 0.007 0.00181706631861289
"380" 0.005 0.012 0.012 0.00651742326057347
"381" 0.003 0.004 0.002 0.000786571554116433
"382" 0 0 0 1.41936795461373e-05
"383" 0 0 0 3.70610965846341e-05
"384" 0.019 0.018 0.015 0.0147699532347909
"385" 0.004 0.006 0.008 0.00501448789317605
"386" 0.094 0.1 0.089 0.108604705113481
"387" 0 0 0 1.54019406117811e-08
"388" 0.083 0.095 0.1 0.100222638389302
"389" 0.017 0.01 0.025 0.0104640929537043
"390" 0 0 0 2.3555133391584e-06
"391" 0.034 0.042 0.041 0.0317124539535097
"392" 0 0 0 8.68755938299159e-08
"393" 0.075 0.065 0.088 0.0767572324194261
"394" 0 0.001 0.002 0.000402104685095384
"395" 0 0 0.001 3.5143037759866e-06
"396" 0.062 0.053 0.049 0.0477697581262406
"397" 0.556 0.547 0.574 0.556809072956474
"398" 0 0 0 5.42963534505558e-05
"399" 0 0.001 0 1.71436722177232e-05
"400" 0.009 0.012 0.014 0.00706946396820807
"401" 0.001 0 0 1.09492501055852e-05
"402" 0.356 0.346 0.386 0.397108731428504
"403" 0.345 0.339 0.342 0.372026270791864
"404" 0.001 0.001 0.005 0.000391552896696457
"405" 0.014 0.009 0.02 0.0080790904233905
"406" 0.035 0.042 0.041 0.0347538296568435
"407" 0.098 0.101 0.115 0.115131557349968
"408" 0 0 0.001 9.26549171031965e-06
"409" 0 0 0 5.11894421495462e-06
"410" 0.024 0.016 0.029 0.0156440934825223
"411" 0 0.003 0.002 0.000403885764012291
"412" 0.005 0.004 0.005 0.00141443303319444
"413" 0.006 0.002 0.003 0.00084789467561186
"414" 0.007 0.006 0.008 0.00327637792420465
"415" 0.404 0.383 0.397 0.424992702927597
"416" 0.01 0.003 0.009 0.00409402670661352
"417" 0.001 0 0 1.64244782425715e-05
"418" 0.011 0.011 0.01 0.00670232386955283
"419" 0 0 0 2.94209101525666e-14
"420" 0.047 0.038 0.041 0.0395217315152401
"421" 0.015 0.017 0.022 0.0136120068872269
"422" 0 0 0 5.79484992246915e-06
"423" 0.001 0.001 0.005 0.00065196726054173
"424" 0 0 0 3.57959879604408e-06
"425" 0.096 0.073 0.096 0.103127760583466
"426" 0 0 0 5.48300192027007e-07
"427" 0.002 0.004 0.007 0.00308623715651635
"428" 0 0 0 2.29501663706611e-06
"429" 0.003 0 0.002 0.0012898078539908
"430" 0.018 0.016 0.009 0.00949662837766574
"431" 0.006 0.003 0.004 0.00283226717125384
"432" 0.004 0.004 0.015 0.00426695710641189
"433" 0 0.001 0.005 0.000900867966257879
"434" 0.044 0.038 0.031 0.036378419520761
"435" 0 0 0.002 0.000158410329350711
"436" 0.007 0.01 0.006 0.00490335948535425
"437" 0.001 0 0 1.9627229890129e-05
"438" 0.095 0.102 0.085 0.0998577636639725
"439" 0.001 0.004 0.001 0.000773340376372889
"440" 0.071 0.064 0.075 0.0771042734192222
"441" 0.482 0.504 0.498 0.503794730341694
"442" 0.249 0.228 0.23 0.263724592273578
"443" 0 0 0 1.91743252719867e-07
"444" 0.046 0.057 0.052 0.0441578043355786
"445" 0.248 0.253 0.281 0.285900403501669
"446" 0.084 0.107 0.125 0.118841792976418
"447" 0.042 0.034 0.056 0.0434762421975879
"448" 0 0 0 7.04883222746311e-06
"449" 0.003 0.002 0.004 0.00144414440844887
"450" 0.004 0.009 0.014 0.00414598261700705
"451" 0 0 0 4.70180359993799e-05
"452" 0.003 0.007 0.018 0.00557887632168097
